Date,Casual,Member,Total_rides,WMO code,temp(°C),atemp(°C),windspeed,season,Season,yr,mnth,holiday,weekday,workingday,Weekday,weathersit
2023-02-27,1274,4430,5704,61,5.4,1.8,16.8,1,Winter,4,2,False,0,True,Monday,4
2023-02-28,2328,6542,8870,61,8.4,6.2,15.4,1,Winter,4,2,False,1,True,Tuesday,4
2023-03-01,2472,6738,9210,2,8.0,5.2,17.8,1,Winter,4,3,False,2,True,Wednesday,1
2023-03-02,2443,6753,9196,61,12.6,10.7,16.5,1,Winter,4,3,False,3,True,Thursday,4
2023-03-03,940,3437,4377,61,6.7,3.1,23.3,1,Winter,4,3,False,4,True,Friday,4
2023-03-04,3874,5390,9264,61,10.6,6.6,28.5,1,Winter,4,3,False,5,False,Saturday,4
2023-03-05,4733,5721,10454,1,9.0,5.7,22.0,1,Winter,4,3,False,6,False,Sunday,1
2023-03-06,2649,6004,8653,1,7.7,4.9,11.3,1,Winter,4,3,False,0,True,Monday,1
2023-03-07,2139,6104,8243,51,6.7,1.9,27.3,1,Winter,4,3,False,1,True,Tuesday,4
2023-03-08,2274,6432,8706,0,5.2,0.1,23.5,1,Winter,4,3,False,2,True,Wednesday,1
2023-03-09,2948,6528,9476,0,6.0,2.4,13.6,1,Winter,4,3,False,3,True,Thursday,1
2023-03-10,1302,3754,5056,55,5.4,2.4,14.4,1,Winter,4,3,False,4,True,Friday,4
2023-03-11,2877,4509,7386,3,4.8,-0.5,28.3,1,Winter,4,3,False,5,False,Saturday,1
2023-03-12,1911,3199,5110,71,2.6,-0.6,8.0,1,Winter,4,3,False,6,False,Sunday,4
2023-03-13,1827,4870,6697,51,5.3,2.5,16.1,1,Winter,4,3,False,0,True,Monday,4
2023-03-14,1509,4847,6356,3,2.9,-3.9,34.5,1,Winter,4,3,False,1,True,Tuesday,1
2023-03-15,1832,5264,7096,0,3.9,-2.4,27.6,1,Winter,4,3,False,2,True,Wednesday,1
2023-03-16,3811,6573,10384,3,7.6,3.5,14.4,1,Winter,4,3,False,3,True,Thursday,1
2023-03-17,3338,5764,9102,51,11.5,8.4,18.9,1,Winter,4,3,False,4,True,Friday,4
2023-03-18,6043,5965,12008,3,7.6,2.9,21.0,1,Winter,4,3,False,5,False,Saturday,1
2023-03-19,2214,3683,5897,1,2.1,-3.5,22.0,1,Winter,4,3,False,6,False,Sunday,1
2023-03-20,2688,5874,8562,0,3.3,-0.4,9.9,1,Winter,4,3,False,0,True,Monday,1
2023-03-21,3764,7493,11257,2,7.0,3.7,12.5,2,Spring,4,3,False,1,True,Tuesday,1
2023-03-22,4485,8310,12795,3,11.0,7.5,15.9,2,Spring,4,3,False,2,True,Wednesday,1
2023-03-23,5607,8781,14388,53,15.5,14.0,20.6,2,Spring,4,3,False,3,True,Thursday,4
2023-03-24,1556,3738,5294,63,11.6,10.4,11.2,2,Spring,4,3,False,4,True,Friday,4
2023-03-25,3163,4374,7537,61,10.2,8.6,14.0,2,Spring,4,3,False,5,False,Saturday,4
2023-03-26,11020,7650,18670,0,12.6,9.7,16.6,2,Spring,4,3,False,6,False,Sunday,1
2023-03-27,3780,6799,10579,53,11.3,9.9,12.8,2,Spring,4,3,False,0,True,Monday,4
2023-03-28,4262,8040,12302,3,10.0,6.8,15.3,2,Spring,4,3,False,1,True,Tuesday,1
2023-03-29,4431,8324,12755,3,9.1,6.2,13.6,2,Spring,4,3,False,2,True,Wednesday,1
2023-03-30,4022,7662,11684,0,6.8,3.1,18.2,2,Spring,4,3,False,3,True,Thursday,1
2023-03-31,4759,7177,11936,53,10.7,7.7,22.2,2,Spring,4,3,False,4,True,Friday,4
2023-04-01,5830,5550,11380,61,17.8,15.0,32.4,2,Spring,4,4,False,5,False,Saturday,4
2023-04-02,6519,6397,12916,1,8.9,4.7,25.0,2,Spring,4,4,False,6,False,Sunday,1
2023-04-03,5103,7631,12734,2,11.9,9.4,19.0,2,Spring,4,4,False,0,True,Monday,1
2023-04-04,6335,8969,15304,1,17.8,17.2,14.0,2,Spring,4,4,False,1,True,Tuesday,1
2023-04-05,6247,8866,15113,2,21.4,21.8,20.1,2,Spring,4,4,False,2,True,Wednesday,1
2023-04-06,4688,7755,12443,63,21.9,22.8,17.1,2,Spring,4,4,False,3,True,Thursday,4
2023-04-07,4703,6677,11380,51,11.9,8.5,14.5,2,Spring,4,4,False,4,True,Friday,4
2023-04-08,6457,6505,12962,1,8.8,5.0,14.5,2,Spring,4,4,False,5,False,Saturday,1
2023-04-09,6062,5848,11910,1,9.3,6.8,10.4,2,Spring,4,4,False,6,False,Sunday,1
2023-04-10,4541,7622,12163,0,10.3,7.9,12.1,2,Spring,4,4,False,0,True,Monday,1
2023-04-11,5111,9216,14327,1,14.1,11.7,13.3,2,Spring,4,4,False,1,True,Tuesday,1
2023-04-12,5623,9635,15258,3,19.2,16.8,17.3,2,Spring,4,4,False,2,True,Wednesday,1
2023-04-13,5982,9629,15611,0,20.8,19.5,12.2,2,Spring,4,4,False,3,True,Thursday,1
2023-04-14,6272,8565,14837,3,19.9,19.2,14.4,2,Spring,4,4,False,4,True,Friday,1
2023-04-15,8082,7203,15285,61,19.3,21.2,10.2,2,Spring,4,4,False,5,False,Saturday,4
2023-04-16,7669,7137,14806,3,20.8,21.2,14.9,2,Spring,4,4,False,6,False,Sunday,1
2023-04-17,4117,7466,11583,51,16.6,13.6,22.2,2,Spring,4,4,True,0,False,Monday,4
2023-04-18,4810,8927,13737,1,14.4,10.6,23.8,2,Spring,4,4,False,1,True,Tuesday,1
2023-04-19,5200,9038,14238,0,14.5,12.4,12.3,2,Spring,4,4,False,2,True,Wednesday,1
2023-04-20,5671,9276,14947,1,18.7,18.8,11.3,2,Spring,4,4,False,3,True,Thursday,1
2023-04-21,6834,8589,15423,1,22.3,21.6,15.8,2,Spring,4,4,False,4,True,Friday,1
2023-04-22,4704,5459,10163,63,18.4,16.9,22.6,2,Spring,4,4,False,5,False,Saturday,4
2023-04-23,6581,7110,13691,51,13.6,10.9,18.0,2,Spring,4,4,False,6,False,Sunday,4
2023-04-24,4107,7915,12022,2,10.7,7.2,14.6,2,Spring,4,4,False,0,True,Monday,1
2023-04-25,4316,9158,13474,3,10.3,7.4,10.7,2,Spring,4,4,False,1,True,Tuesday,1
2023-04-26,4248,8987,13235,53,12.7,11.2,13.8,2,Spring,4,4,False,2,True,Wednesday,4
2023-04-27,5032,8947,13979,51,14.7,13.8,14.8,2,Spring,4,4,False,3,True,Thursday,4
2023-04-28,705,2122,2827,63,12.6,10.5,25.8,2,Spring,4,4,False,4,True,Friday,4
2023-04-29,7853,7812,15665,51,14.9,14.6,14.5,2,Spring,4,4,False,5,False,Saturday,4
2023-04-30,2228,3602,5830,63,15.2,14.7,26.3,2,Spring,4,4,False,6,False,Sunday,4
2023-05-01,3624,8064,11688,55,12.6,8.7,24.7,2,Spring,4,5,False,0,True,Monday,4
2023-05-02,3133,7690,10823,53,10.8,7.6,18.3,2,Spring,4,5,False,1,True,Tuesday,4
2023-05-03,3440,8080,11520,55,9.8,7.0,21.0,2,Spring,4,5,False,2,True,Wednesday,4
2023-05-04,4246,8787,13033,51,10.9,8.4,14.7,2,Spring,4,5,False,3,True,Thursday,4
2023-05-05,5591,8796,14387,51,12.9,11.2,8.7,2,Spring,4,5,False,4,True,Friday,4
2023-05-06,8502,8230,16732,1,14.9,14.2,10.4,2,Spring,4,5,False,5,False,Saturday,1
2023-05-07,5569,6382,11951,55,17.1,17.4,9.5,2,Spring,4,5,False,6,False,Sunday,4
2023-05-08,4714,8150,12864,51,20.2,20.8,15.3,2,Spring,4,5,False,0,True,Monday,4
2023-05-09,3954,8575,12529,51,16.5,16.0,10.0,2,Spring,4,5,False,1,True,Tuesday,4
2023-05-10,5578,9931,15509,0,15.7,14.8,10.5,2,Spring,4,5,False,2,True,Wednesday,1
2023-05-11,5624,9811,15435,1,18.5,18.7,8.8,2,Spring,4,5,False,3,True,Thursday,1
2023-05-12,6427,9136,15563,1,21.4,23.1,8.2,2,Spring,4,5,False,4,True,Friday,1
2023-05-13,4594,5807,10401,63,19.6,21.2,10.9,2,Spring,4,5,False,5,False,Saturday,4
2023-05-14,7681,7430,15111,1,18.7,17.8,12.6,2,Spring,4,5,False,6,False,Sunday,1
2023-05-15,5119,8427,13546,2,17.6,16.0,13.4,2,Spring,4,5,False,0,True,Monday,1
2023-05-16,4530,9018,13548,51,19.4,19.4,15.0,2,Spring,4,5,False,1,True,Tuesday,4
2023-05-17,5499,9679,15178,51,18.3,16.7,16.4,2,Spring,4,5,False,2,True,Wednesday,4
2023-05-18,5548,9437,14985,3,15.3,13.2,13.0,2,Spring,4,5,False,3,True,Thursday,1
2023-05-19,6922,9241,16163,51,17.3,16.2,17.3,2,Spring,4,5,False,4,True,Friday,4
2023-05-20,7822,7394,15216,53,19.4,20.2,14.3,2,Spring,4,5,False,5,False,Saturday,4
2023-05-21,7814,7157,14971,51,19.3,18.3,16.3,2,Spring,4,5,False,6,False,Sunday,4
2023-05-22,5467,8309,13776,2,20.0,19.4,12.8,2,Spring,4,5,False,0,True,Monday,1
2023-05-23,5587,9505,15092,2,18.7,18.2,13.7,2,Spring,4,5,False,1,True,Tuesday,1
2023-05-24,5429,9758,15187,1,19.5,19.3,9.9,2,Spring,4,5,False,2,True,Wednesday,1
2023-05-25,5642,9144,14786,1,17.6,15.6,19.4,2,Spring,4,5,False,3,True,Thursday,1
2023-05-26,6747,8319,15066,1,17.7,16.8,10.1,2,Spring,4,5,False,4,True,Friday,1
2023-05-27,8764,7165,15929,1,18.2,16.7,13.5,2,Spring,4,5,False,5,False,Saturday,1
2023-05-28,7856,5968,13824,53,17.9,17.0,13.8,2,Spring,4,5,False,6,False,Sunday,4
2023-05-29,3687,4106,7793,61,19.5,20.7,13.3,2,Spring,4,5,True,0,False,Monday,4
2023-05-30,4717,9134,13851,51,18.8,18.2,15.0,2,Spring,4,5,False,1,True,Tuesday,4
2023-05-31,5281,10214,15495,1,18.5,17.8,10.2,2,Spring,4,5,False,2,True,Wednesday,1
2023-06-01,5428,10079,15507,3,21.1,21.5,8.7,2,Spring,4,6,False,3,True,Thursday,1
2023-06-02,6059,9072,15131,1,24.7,25.4,10.4,2,Spring,4,6,False,4,True,Friday,1
2023-06-03,8196,8566,16762,53,23.5,23.8,17.5,2,Spring,4,6,False,5,False,Saturday,4
2023-06-04,7085,7969,15054,51,18.6,17.6,13.4,2,Spring,4,6,False,6,False,Sunday,4
2023-06-05,5006,8639,13645,3,20.4,19.5,14.4,2,Spring,4,6,False,0,True,Monday,1
2023-06-06,5349,9940,15289,2,21.8,19.5,21.3,2,Spring,4,6,False,1,True,Tuesday,1
2023-06-07,4847,9344,14191,1,21.6,20.3,13.9,2,Spring,4,6,False,2,True,Wednesday,1
2023-06-08,3942,7634,11576,1,20.7,19.3,11.9,2,Spring,4,6,False,3,True,Thursday,1
2023-06-09,5662,8815,14477,53,19.5,18.2,17.1,2,Spring,4,6,False,4,True,Friday,4
2023-06-10,8933,8735,17668,2,22.3,21.2,13.4,2,Spring,4,6,False,5,False,Saturday,1
2023-06-11,7462,7937,15399,3,24.9,24.5,15.7,2,Spring,4,6,False,6,False,Sunday,1
2023-06-12,3803,7608,11411,63,22.7,23.4,16.7,2,Spring,4,6,False,0,True,Monday,4
2023-06-13,5469,10277,15746,3,20.9,19.7,14.0,2,Spring,4,6,False,1,True,Tuesday,1
2023-06-14,5778,10363,16141,51,20.9,19.0,23.2,2,Spring,4,6,False,2,True,Wednesday,4
2023-06-15,5962,10657,16619,1,21.7,21.3,10.5,2,Spring,4,6,False,3,True,Thursday,1
2023-06-16,5849,8860,14709,61,22.6,23.8,13.5,2,Spring,4,6,False,4,True,Friday,4
2023-06-17,8689,8217,16906,2,22.1,20.8,19.7,2,Spring,4,6,False,5,False,Saturday,1
2023-06-18,7691,7496,15187,0,23.4,22.8,12.4,2,Spring,4,6,False,6,False,Sunday,1
2023-06-19,6483,7859,14342,51,24.5,25.8,14.0,2,Spring,4,6,True,0,False,Monday,4
2023-06-20,5564,9932,15496,51,22.9,23.9,19.5,2,Spring,4,6,False,1,True,Tuesday,4
2023-06-21,1840,4849,6689,55,18.5,17.9,24.2,3,Summer,4,6,False,2,True,Wednesday,4
2023-06-22,3825,8446,12271,53,18.1,17.9,17.9,3,Summer,4,6,False,3,True,Thursday,4
2023-06-23,3112,6279,9391,63,21.5,24.6,14.9,3,Summer,4,6,False,4,True,Friday,4
2023-06-24,8149,8664,16813,63,23.7,27.6,7.6,3,Summer,4,6,False,5,False,Saturday,4
2023-06-25,7551,8131,15682,2,25.2,28.0,10.1,3,Summer,4,6,False,6,False,Sunday,1
2023-06-26,4602,8373,12975,63,25.3,28.8,10.7,3,Summer,4,6,False,0,True,Monday,4
2023-06-27,4305,8542,12847,63,23.7,26.9,14.4,3,Summer,4,6,False,1,True,Tuesday,4
2023-06-28,5691,10150,15841,3,22.8,23.6,16.0,3,Summer,4,6,False,2,True,Wednesday,1
2023-06-29,5009,8807,13816,1,23.6,25.2,9.2,3,Summer,4,6,False,3,True,Thursday,1
2023-06-30,4988,8101,13089,65,23.6,26.5,10.6,3,Summer,4,6,False,4,True,Friday,4
