Date,Casual,Member,Total_rides,WMO code,temp(°C),atemp(°C),windspeed,season,Season,mnth,holiday,weekday,workingday,Weekday,weathersit,humidity(%),year
2022-05-06,1301,2867,4168,63.0,14.8,14.2,20.3,2,Spring,5,False,4,True,Friday,4,,2022
2022-05-07,881,1958,2839,61.0,10.0,6.7,26.5,2,Spring,5,False,5,False,Saturday,4,,2022
2022-05-08,3023,4101,7124,3.0,9.1,5.5,23.9,2,Spring,5,False,6,False,Sunday,1,,2022
2022-05-09,3868,6429,10297,0.0,12.6,10.1,15.0,2,Spring,5,False,0,True,Monday,1,,2022
2022-05-10,4589,7373,11962,0.0,14.6,12.2,17.1,2,Spring,5,False,1,True,Tuesday,1,,2022
2022-05-11,4577,7323,11900,3.0,15.5,13.8,15.9,2,Spring,5,False,2,True,Wednesday,1,,2022
2022-05-12,4584,6810,11394,3.0,16.9,16.7,16.4,2,Spring,5,False,3,True,Thursday,1,,2022
2022-05-13,4729,5665,10394,61.0,18.1,19.1,16.5,2,Spring,5,False,4,True,Friday,4,,2022
2022-05-14,6446,5826,12272,53.0,18.6,20.3,12.8,2,Spring,5,False,5,False,Saturday,4,,2022
2022-05-15,6453,5700,12153,51.0,20.7,23.1,7.6,2,Spring,5,False,6,False,Sunday,4,,2022
2022-05-16,3212,5295,8507,53.0,21.0,22.1,20.3,2,Spring,5,False,0,True,Monday,4,,2022
2022-05-17,4980,7748,12728,1.0,20.1,18.4,22.7,2,Spring,5,False,1,True,Tuesday,1,,2022
2022-05-18,4884,7258,12142,3.0,18.1,17.1,13.0,2,Spring,5,False,2,True,Wednesday,1,,2022
2022-05-19,4962,7004,11966,63.0,21.3,21.7,17.9,2,Spring,5,False,3,True,Thursday,4,,2022
2022-05-20,5709,6745,12454,3.0,25.1,26.7,18.9,2,Spring,5,False,4,True,Friday,1,,2022
2022-05-21,7096,5932,13028,1.0,28.4,30.0,18.2,2,Spring,5,False,5,False,Saturday,1,,2022
2022-05-22,5159,4589,9748,61.0,26.8,29.7,14.9,2,Spring,5,False,6,False,Sunday,4,,2022
2022-05-23,4473,6096,10569,51.0,20.0,19.7,16.6,2,Spring,5,False,0,True,Monday,4,,2022
2022-05-24,3062,5816,8878,55.0,15.8,15.3,14.4,2,Spring,5,False,1,True,Tuesday,4,,2022
2022-05-25,4633,7415,12048,3.0,17.2,16.0,13.9,2,Spring,5,False,2,True,Wednesday,1,,2022
2022-05-26,4665,6814,11479,3.0,18.2,18.5,15.0,2,Spring,5,False,3,True,Thursday,1,,2022
2022-05-27,3459,4891,8350,61.0,20.8,22.5,22.0,2,Spring,5,False,4,True,Friday,4,,2022
2022-05-28,8423,5947,14370,55.0,21.1,21.4,15.3,2,Spring,5,False,5,False,Saturday,4,,2022
2022-05-29,9419,5681,15100,3.0,22.0,22.8,11.5,2,Spring,5,False,6,False,Sunday,1,,2022
2022-05-30,6987,5450,12437,1.0,24.8,25.5,20.4,2,Spring,5,True,0,False,Monday,1,,2022
2022-05-31,4205,6686,10891,1.0,27.5,28.9,21.1,2,Spring,5,False,1,True,Tuesday,1,,2022
2022-06-01,4397,6973,11370,2.0,28.0,30.3,8.8,2,Spring,6,False,2,True,Wednesday,1,,2022
2022-06-02,3125,5377,8502,63.0,25.8,29.0,11.5,2,Spring,6,False,3,True,Thursday,4,,2022
2022-06-03,6113,7371,13484,1.0,22.7,22.5,15.3,2,Spring,6,False,4,True,Friday,1,,2022
2022-06-04,8670,7237,15907,1.0,22.8,22.5,10.2,2,Spring,6,False,5,False,Saturday,1,,2022
2022-06-05,7331,6595,13926,1.0,21.0,19.7,14.9,2,Spring,6,False,6,False,Sunday,1,,2022
2022-06-06,5268,7140,12408,1.0,21.9,20.9,17.4,2,Spring,6,False,0,True,Monday,1,,2022
2022-06-07,3578,5949,9527,55.0,22.1,22.4,19.9,2,Spring,6,False,1,True,Tuesday,4,,2022
2022-06-08,4504,7178,11682,61.0,24.3,27.1,10.2,2,Spring,6,False,2,True,Wednesday,4,,2022
2022-06-09,5649,7981,13630,51.0,24.4,24.8,22.1,2,Spring,6,False,3,True,Thursday,4,,2022
2022-06-10,6880,7881,14761,3.0,21.7,21.2,10.8,2,Spring,6,False,4,True,Friday,1,,2022
2022-06-11,7102,6220,13322,61.0,20.2,21.3,11.1,2,Spring,6,False,5,False,Saturday,4,,2022
2022-06-12,6915,6275,13190,61.0,22.1,24.8,11.4,2,Spring,6,False,6,False,Sunday,4,,2022
2022-06-13,4530,6902,11432,51.0,26.6,30.6,10.0,2,Spring,6,False,0,True,Monday,4,,2022
2022-06-14,4970,7824,12794,65.0,24.8,28.7,11.8,2,Spring,6,False,1,True,Tuesday,4,,2022
2022-06-15,5440,7987,13427,3.0,25.8,29.0,11.5,2,Spring,6,False,2,True,Wednesday,1,,2022
2022-06-16,5302,7491,12793,63.0,24.9,27.9,15.7,2,Spring,6,False,3,True,Thursday,4,,2022
2022-06-17,5960,7052,13012,51.0,28.6,30.8,24.7,2,Spring,6,False,4,True,Friday,4,,2022
2022-06-18,9539,7218,16757,3.0,22.0,19.4,28.6,2,Spring,6,False,5,False,Saturday,1,,2022
2022-06-19,8967,6222,15189,1.0,20.1,17.1,22.2,2,Spring,6,True,6,False,Sunday,1,,2022
2022-06-20,7117,6674,13791,2.0,21.1,19.3,12.7,2,Spring,6,True,0,False,Monday,1,,2022
2022-06-21,5475,7416,12891,2.0,23.6,23.9,12.5,3,Summer,6,False,1,True,Tuesday,1,,2022
2022-06-22,3903,6237,10140,63.0,23.9,26.4,14.8,3,Summer,6,False,2,True,Wednesday,4,,2022
2022-06-23,4191,6264,10455,63.0,19.7,21.5,14.8,3,Summer,6,False,3,True,Thursday,4,,2022
2022-06-24,7220,8029,15249,51.0,22.3,24.6,8.4,3,Summer,6,False,4,True,Friday,4,,2022
2022-06-25,8837,7158,15995,2.0,24.5,27.0,11.4,3,Summer,6,False,5,False,Saturday,1,,2022
2022-06-26,6652,5924,12576,51.0,25.9,27.8,17.7,3,Summer,6,False,6,False,Sunday,4,,2022
2022-06-27,4709,6484,11193,63.0,24.3,26.4,15.1,3,Summer,6,False,0,True,Monday,4,,2022
2022-06-28,5887,8018,13905,1.0,22.8,22.4,14.8,3,Summer,6,False,1,True,Tuesday,1,,2022
2022-06-29,5572,7914,13486,2.0,24.2,25.3,11.7,3,Summer,6,False,2,True,Wednesday,1,,2022
2022-06-30,5309,7553,12862,2.0,26.3,28.9,12.7,3,Summer,6,False,3,True,Thursday,1,,2022
2022-07-01,5643,6866,12509,51.0,28.1,30.7,14.5,3,Summer,7,False,4,True,Friday,4,,2022
2022-07-02,6892,5651,12543,63.0,27.4,30.9,15.5,3,Summer,7,False,5,False,Saturday,4,,2022
2022-07-03,9053,5580,14633,53.0,25.9,28.9,11.0,3,Summer,7,False,6,False,Sunday,4,,2022
2022-07-04,12839,6692,19531,1.0,25.1,26.6,10.6,3,Summer,7,True,0,False,Monday,1,,2022
2022-07-05,5154,6477,11631,65.0,25.5,28.8,18.5,3,Summer,7,False,1,True,Tuesday,4,,2022
2022-07-06,5120,7082,12202,51.0,28.1,32.2,12.1,3,Summer,7,False,2,True,Wednesday,4,,2022
2022-07-07,5357,6983,12340,61.0,24.8,28.9,13.1,3,Summer,7,False,3,True,Thursday,4,,2022
2022-07-08,5904,7050,12954,51.0,25.3,29.2,6.9,3,Summer,7,False,4,True,Friday,4,,2022
2022-07-09,3605,4157,7762,65.0,22.6,26.2,15.1,3,Summer,7,False,5,False,Saturday,4,,2022
2022-07-10,7766,6588,14354,3.0,23.1,25.6,8.4,3,Summer,7,False,6,False,Sunday,1,,2022
2022-07-11,5626,7256,12882,3.0,23.2,25.2,11.9,3,Summer,7,False,0,True,Monday,1,,2022
2022-07-12,3941,6265,10206,55.0,26.2,29.0,16.8,3,Summer,7,False,1,True,Tuesday,4,,2022
2022-07-13,5893,8190,14083,2.0,26.8,30.0,14.5,3,Summer,7,False,2,True,Wednesday,1,,2022
2022-07-14,6024,7775,13799,51.0,26.4,28.8,11.5,3,Summer,7,False,3,True,Thursday,4,,2022
2022-07-15,6516,7371,13887,1.0,25.3,28.3,8.8,3,Summer,7,False,4,True,Friday,1,,2022
2022-07-16,7478,6240,13718,63.0,24.4,28.5,8.5,3,Summer,7,False,5,False,Saturday,4,,2022
2022-07-17,7026,5984,13010,51.0,25.6,30.0,9.1,3,Summer,7,False,6,False,Sunday,4,,2022
2022-07-18,4603,6645,11248,61.0,26.8,31.1,18.2,3,Summer,7,False,0,True,Monday,4,,2022
2022-07-19,5448,8107,13555,2.0,26.8,30.4,10.1,3,Summer,7,False,1,True,Tuesday,1,,2022
2022-07-20,5554,7974,13528,1.0,27.8,31.4,12.7,3,Summer,7,False,2,True,Wednesday,1,,2022
2022-07-21,4959,6912,11871,55.0,29.0,32.9,13.4,3,Summer,7,False,3,True,Thursday,4,,2022
2022-07-22,5683,6944,12627,1.0,28.8,31.3,11.4,3,Summer,7,False,4,True,Friday,1,,2022
2022-07-23,6842,5865,12707,1.0,29.1,32.6,15.8,3,Summer,7,False,5,False,Saturday,1,,2022
2022-07-24,5852,5176,11028,2.0,29.5,32.9,15.2,3,Summer,7,False,6,False,Sunday,1,,2022
2022-07-25,3923,6017,9940,65.0,28.8,32.6,16.3,3,Summer,7,False,0,True,Monday,4,,2022
2022-07-26,4848,7315,12163,51.0,24.7,28.4,8.7,3,Summer,7,False,1,True,Tuesday,4,,2022
2022-07-27,5416,7794,13210,61.0,25.9,30.5,9.3,3,Summer,7,False,2,True,Wednesday,4,,2022
2022-07-28,5323,7142,12465,55.0,27.1,31.6,13.6,3,Summer,7,False,3,True,Thursday,4,,2022
2022-07-29,4986,6150,11136,61.0,25.6,30.2,9.1,3,Summer,7,False,4,True,Friday,4,,2022
2022-07-30,8787,6645,15432,2.0,25.6,27.7,12.9,3,Summer,7,False,5,False,Saturday,1,,2022
2022-07-31,5680,5049,10729,61.0,24.2,27.8,11.7,3,Summer,7,False,6,False,Sunday,4,,2022
2022-08-01,5298,7047,12345,53.0,25.1,28.5,11.3,3,Summer,8,False,0,True,Monday,4,,2022
2022-08-02,5156,7833,12989,51.0,27.0,30.6,13.1,3,Summer,8,False,1,True,Tuesday,4,,2022
2022-08-03,5439,7683,13122,3.0,27.2,30.1,9.4,3,Summer,8,False,2,True,Wednesday,1,,2022
2022-08-04,3948,5902,9850,55.0,28.3,33.0,10.8,3,Summer,8,False,3,True,Thursday,4,,2022
2022-08-05,4198,5240,9438,63.0,26.7,32.2,8.7,3,Summer,8,False,4,True,Friday,4,,2022
2022-08-06,8078,6608,14686,51.0,26.0,30.4,13.6,3,Summer,8,False,5,False,Saturday,4,,2022
2022-08-07,6506,5394,11900,55.0,27.6,31.9,13.1,3,Summer,8,False,6,False,Sunday,4,,2022
2022-08-08,4572,6311,10883,51.0,28.7,33.1,12.5,3,Summer,8,False,0,True,Monday,4,,2022
2022-08-09,4797,6839,11636,2.0,29.8,34.2,11.3,3,Summer,8,False,1,True,Tuesday,1,,2022
2022-08-10,2887,4884,7771,65.0,27.3,32.7,10.0,3,Summer,8,False,2,True,Wednesday,4,,2022
2022-08-11,5523,7521,13044,63.0,25.2,28.0,12.7,3,Summer,8,False,3,True,Thursday,4,,2022
2022-08-12,6175,7178,13353,51.0,24.6,25.0,13.3,3,Summer,8,False,4,True,Friday,4,,2022
2022-08-13,8231,6629,14860,1.0,22.0,22.0,11.8,3,Summer,8,False,5,False,Saturday,1,,2022
2022-08-14,6427,5292,11719,53.0,22.6,23.5,12.4,3,Summer,8,False,6,False,Sunday,4,,2022
2022-08-15,4538,6320,10858,61.0,20.8,22.7,9.1,3,Summer,8,False,0,True,Monday,4,,2022
2022-08-16,5634,7835,13469,51.0,21.9,23.1,13.4,3,Summer,8,False,1,True,Tuesday,4,,2022
2022-08-17,5225,7597,12822,51.0,22.5,24.5,6.6,3,Summer,8,False,2,True,Wednesday,4,,2022
2022-08-18,5784,7783,13567,0.0,22.8,24.2,9.0,3,Summer,8,False,3,True,Thursday,1,,2022
2022-08-19,5614,7125,12739,51.0,24.0,26.6,12.4,3,Summer,8,False,4,True,Friday,4,,2022
2022-08-20,7529,6689,14218,2.0,25.0,27.9,12.1,3,Summer,8,False,5,False,Saturday,1,,2022
2022-08-21,4815,5022,9837,63.0,23.6,26.7,12.6,3,Summer,8,False,6,False,Sunday,4,,2022
2022-08-22,3920,6218,10138,63.0,23.8,28.3,8.6,3,Summer,8,False,0,True,Monday,4,,2022
2022-08-23,5094,8042,13136,1.0,24.0,26.3,12.4,3,Summer,8,False,1,True,Tuesday,1,,2022
2022-08-24,5002,7989,12991,1.0,25.0,27.3,8.9,3,Summer,8,False,2,True,Wednesday,1,,2022
2022-08-25,4760,7647,12407,51.0,25.4,28.7,9.8,3,Summer,8,False,3,True,Thursday,4,,2022
2022-08-26,5445,7310,12755,51.0,26.6,29.7,10.9,3,Summer,8,False,4,True,Friday,4,,2022
2022-08-27,7359,7010,14369,51.0,25.9,29.3,9.5,3,Summer,8,False,5,False,Saturday,4,,2022
2022-08-28,5956,6256,12212,51.0,26.2,30.4,10.1,3,Summer,8,False,6,False,Sunday,4,,2022
2022-08-29,3932,7338,11270,51.0,26.5,30.5,12.3,3,Summer,8,False,0,True,Monday,4,,2022
2022-08-30,3213,6795,10008,51.0,27.0,30.3,18.4,3,Summer,8,False,1,True,Tuesday,4,,2022
2022-08-31,4678,8587,13265,3.0,24.1,24.8,15.5,3,Summer,8,False,2,True,Wednesday,1,,2022
2022-09-01,4632,8146,12778,0.0,24.5,25.4,10.2,3,Summer,9,False,3,True,Thursday,1,,2022
2022-09-02,5459,7177,12636,3.0,24.2,25.1,13.0,3,Summer,9,False,4,True,Friday,1,,2022
2022-09-03,7476,5807,13283,51.0,25.0,27.6,11.0,3,Summer,9,False,5,False,Saturday,4,,2022
2022-09-04,7832,5449,13281,51.0,25.6,28.4,11.3,3,Summer,9,False,6,False,Sunday,4,,2022
2022-09-05,5094,5120,10214,55.0,24.7,27.5,11.2,3,Summer,9,True,0,False,Monday,4,,2022
2022-09-06,3512,6579,10091,65.0,24.1,27.4,17.4,3,Summer,9,False,1,True,Tuesday,4,,2022
2022-09-07,3512,7316,10828,61.0,21.5,24.1,10.7,3,Summer,9,False,2,True,Wednesday,4,,2022
2022-09-08,4995,8661,13656,51.0,22.0,23.9,10.9,3,Summer,9,False,3,True,Thursday,4,,2022
2022-09-09,5768,8306,14074,2.0,21.8,23.2,10.9,3,Summer,9,False,4,True,Friday,1,,2022
2022-09-10,8059,7592,15651,3.0,21.4,23.2,9.1,3,Summer,9,False,5,False,Saturday,1,,2022
2022-09-11,3697,5056,8753,61.0,22.5,26.3,12.0,3,Summer,9,False,6,False,Sunday,4,,2022
2022-09-12,3271,6488,9759,63.0,23.5,27.9,6.6,3,Summer,9,False,0,True,Monday,4,,2022
2022-09-13,4870,9237,14107,51.0,22.1,22.9,16.1,3,Summer,9,False,1,True,Tuesday,4,,2022
2022-09-14,5125,9490,14615,2.0,20.6,20.4,13.5,3,Summer,9,False,2,True,Wednesday,1,,2022
2022-09-15,5000,9083,14083,1.0,21.1,21.7,12.7,3,Summer,9,False,3,True,Thursday,1,,2022
2022-09-16,5857,8512,14369,0.0,19.7,20.5,6.3,3,Summer,9,False,4,True,Friday,1,,2022
2022-09-17,8395,7838,16233,3.0,21.5,23.1,10.4,3,Summer,9,False,5,False,Saturday,1,,2022
2022-09-18,6946,7116,14062,2.0,22.0,23.2,10.2,3,Summer,9,False,6,False,Sunday,1,,2022
2022-09-19,4282,7997,12279,2.0,23.4,25.2,15.3,3,Summer,9,False,0,True,Monday,1,,2022
2022-09-20,5211,8988,14199,0.0,23.3,24.3,13.5,3,Summer,9,False,1,True,Tuesday,1,,2022
2022-09-21,4907,9111,14018,1.0,22.7,23.5,12.2,4,Autumn,9,False,2,True,Wednesday,1,,2022
2022-09-22,4188,8272,12460,53.0,22.1,21.2,26.0,4,Autumn,9,False,3,True,Thursday,4,,2022
2022-09-23,5294,8228,13522,2.0,16.0,12.4,19.4,4,Autumn,9,False,4,True,Friday,1,,2022
2022-09-24,7397,7384,14781,1.0,15.8,14.2,11.4,4,Autumn,9,False,5,False,Saturday,1,,2022
2022-09-25,5095,6122,11217,51.0,19.8,19.5,14.7,4,Autumn,9,False,6,False,Sunday,4,,2022
2022-09-26,4405,8127,12532,2.0,19.8,18.7,17.5,4,Autumn,9,False,0,True,Monday,1,,2022
2022-09-27,4320,8816,13136,3.0,17.7,14.9,18.4,4,Autumn,9,False,1,True,Tuesday,1,,2022
2022-09-28,4484,8995,13479,3.0,15.3,13.1,14.6,4,Autumn,9,False,2,True,Wednesday,1,,2022
2022-09-29,4472,8686,13158,1.0,15.8,13.4,17.9,4,Autumn,9,False,3,True,Thursday,1,,2022
2022-09-30,3035,5796,8831,63.0,14.3,11.8,22.5,4,Autumn,9,False,4,True,Friday,4,,2022
2022-10-01,2566,4161,6727,65.0,15.1,13.4,26.8,4,Autumn,10,False,5,False,Saturday,4,,2022
2022-10-02,1161,2570,3731,61.0,13.5,11.9,21.2,4,Autumn,10,False,6,False,Sunday,4,,2022
2022-10-03,1433,4114,5547,61.0,9.8,6.7,19.2,4,Autumn,10,False,0,True,Monday,4,,2022
2022-10-04,1909,5623,7532,61.0,10.2,7.2,19.1,4,Autumn,10,False,1,True,Tuesday,4,,2022
2022-10-05,2911,6827,9738,61.0,13.1,11.4,18.0,4,Autumn,10,False,2,True,Wednesday,4,,2022
2022-10-06,4816,8519,13335,0.0,16.8,16.2,10.2,4,Autumn,10,False,3,True,Thursday,1,,2022
2022-10-07,5525,7735,13260,51.0,17.8,16.9,17.9,4,Autumn,10,False,4,True,Friday,4,,2022
2022-10-08,6081,6164,12245,51.0,12.4,9.4,14.7,4,Autumn,10,False,5,False,Saturday,4,,2022
2022-10-09,5920,6065,11985,0.0,10.8,8.2,12.2,4,Autumn,10,False,6,False,Sunday,1,,2022
2022-10-10,4565,6712,11277,0.0,12.2,10.2,8.9,4,Autumn,10,True,0,False,Monday,1,,2022
2022-10-11,3850,8029,11879,0.0,14.1,12.7,10.2,4,Autumn,10,False,1,True,Tuesday,1,,2022
2022-10-12,4318,8410,12728,3.0,15.0,13.8,15.3,4,Autumn,10,False,2,True,Wednesday,1,,2022
2022-10-13,2228,5167,7395,63.0,17.6,17.6,16.9,4,Autumn,10,False,3,True,Thursday,4,,2022
2022-10-14,4975,7895,12870,3.0,15.2,14.1,12.7,4,Autumn,10,False,4,True,Friday,1,,2022
2022-10-15,7451,6945,14396,0.0,15.3,13.5,17.2,4,Autumn,10,False,5,False,Saturday,1,,2022
2022-10-16,5845,6146,11991,51.0,15.2,13.8,12.6,4,Autumn,10,False,6,False,Sunday,4,,2022
2022-10-17,3535,7193,10728,53.0,15.9,14.9,17.1,4,Autumn,10,False,0,True,Monday,4,,2022
2022-10-18,3102,7246,10348,2.0,9.7,5.6,15.6,4,Autumn,10,False,1,True,Tuesday,1,,2022
2022-10-19,3279,7453,10732,3.0,8.0,4.3,18.8,4,Autumn,10,False,2,True,Wednesday,1,,2022
2022-10-20,3842,7655,11497,0.0,8.8,5.4,16.4,4,Autumn,10,False,3,True,Thursday,1,,2022
2022-10-21,4758,7230,11988,0.0,11.0,8.7,10.0,4,Autumn,10,False,4,True,Friday,1,,2022
2022-10-22,7491,6878,14369,1.0,12.3,10.8,9.0,4,Autumn,10,False,5,False,Saturday,1,,2022
2022-10-23,4450,4952,9402,61.0,12.7,11.2,13.0,4,Autumn,10,False,6,False,Sunday,4,,2022
2022-10-24,3302,6648,9950,51.0,14.4,14.2,10.6,4,Autumn,10,False,0,True,Monday,4,,2022
2022-10-25,3442,7746,11188,51.0,16.3,17.2,7.7,4,Autumn,10,False,1,True,Tuesday,4,,2022
2022-10-26,3646,7961,11607,51.0,16.3,16.4,16.1,4,Autumn,10,False,2,True,Wednesday,4,,2022
2022-10-27,4101,8013,12114,3.0,14.0,11.0,17.7,4,Autumn,10,False,3,True,Thursday,1,,2022
2022-10-28,4141,7052,11193,2.0,11.3,8.4,13.5,4,Autumn,10,False,4,True,Friday,1,,2022
2022-10-29,6200,6527,12727,3.0,11.8,9.6,10.5,4,Autumn,10,False,5,False,Saturday,1,,2022
2022-10-30,5633,5951,11584,2.0,10.7,9.1,7.5,4,Autumn,10,False,6,False,Sunday,1,,2022
2022-10-31,1936,5310,7246,63.0,13.8,13.5,12.0,4,Autumn,10,False,0,True,Monday,4,,2022
2022-11-01,3356,7868,11224,61.0,16.6,16.4,15.2,4,Autumn,11,False,1,True,Tuesday,4,,2022
2022-11-02,3563,8136,11699,2.0,15.2,14.4,13.6,4,Autumn,11,False,2,True,Wednesday,1,,2022
2022-11-03,4058,8196,12254,1.0,14.0,13.2,9.2,4,Autumn,11,False,3,True,Thursday,1,,2022
2022-11-04,4851,7578,12429,3.0,15.8,15.9,11.8,4,Autumn,11,False,4,True,Friday,1,,2022
2022-11-05,7840,7393,15233,2.0,19.4,19.6,17.9,4,Autumn,11,False,5,False,Saturday,1,,2022
2022-11-06,5138,5765,10903,61.0,20.0,21.0,18.9,4,Autumn,11,False,6,False,Sunday,4,,2022
2022-11-07,3904,7639,11543,1.0,19.9,19.6,13.8,4,Autumn,11,False,0,True,Monday,1,,2022
2022-11-08,3477,7644,11121,1.0,12.0,8.1,16.3,4,Autumn,11,False,1,True,Tuesday,1,,2022
2022-11-09,3284,7717,11001,1.0,9.6,6.8,12.2,4,Autumn,11,False,2,True,Wednesday,1,,2022
2022-11-10,4004,7995,11999,3.0,13.0,12.3,8.4,4,Autumn,11,False,3,True,Thursday,1,,2022
2022-11-11,2005,3823,5828,61.0,17.8,18.4,22.4,4,Autumn,11,True,4,False,Friday,4,,2022
2022-11-12,7396,6775,14171,53.0,18.5,18.0,23.9,4,Autumn,11,False,5,False,Saturday,4,,2022
2022-11-13,3090,4444,7534,51.0,8.4,3.4,22.7,4,Autumn,11,False,6,False,Sunday,4,,2022
2022-11-14,2122,5899,8021,1.0,5.4,1.9,13.0,4,Autumn,11,False,0,True,Monday,1,,2022
2022-11-15,1028,3751,4779,63.0,4.6,1.4,16.1,4,Autumn,11,False,1,True,Tuesday,4,,2022
2022-11-16,2098,6175,8273,61.0,6.6,2.8,18.7,4,Autumn,11,False,2,True,Wednesday,4,,2022
2022-11-17,1920,5924,7844,3.0,4.0,-1.1,23.4,4,Autumn,11,False,3,True,Thursday,1,,2022
2022-11-18,2168,5552,7720,51.0,2.6,-1.7,17.7,4,Autumn,11,False,4,True,Friday,4,,2022
2022-11-19,2811,4731,7542,1.0,2.8,-1.1,13.2,4,Autumn,11,False,5,False,Saturday,1,,2022
2022-11-20,1663,2982,4645,0.0,0.5,-4.8,22.5,4,Autumn,11,False,6,False,Sunday,1,,2022
2022-11-21,1778,4744,6522,0.0,1.8,-2.6,14.5,4,Autumn,11,False,0,True,Monday,1,,2022
2022-11-22,2230,5052,7282,0.0,4.6,0.9,11.6,4,Autumn,11,False,1,True,Tuesday,1,,2022
2022-11-23,2732,4613,7345,0.0,5.9,2.7,10.1,4,Autumn,11,False,2,True,Wednesday,1,,2022
2022-11-24,2302,2195,4497,1.0,6.5,3.6,12.4,4,Autumn,11,True,3,False,Thursday,1,,2022
2022-11-25,2241,2718,4959,51.0,8.8,5.7,23.2,4,Autumn,11,False,4,True,Friday,4,,2022
2022-11-26,3727,3804,7531,1.0,7.6,4.2,13.1,4,Autumn,11,False,5,False,Saturday,1,,2022
2022-11-27,991,2175,3166,63.0,10.0,7.6,17.8,4,Autumn,11,False,6,False,Sunday,4,,2022
2022-11-28,2003,5664,7667,3.0,10.2,7.2,21.6,4,Autumn,11,False,0,True,Monday,1,,2022
2022-11-29,2149,6507,8656,3.0,7.0,4.1,13.2,4,Autumn,11,False,1,True,Tuesday,1,,2022
2022-11-30,1457,4872,6329,63.0,9.4,5.7,27.1,4,Autumn,11,False,2,True,Wednesday,4,,2022
2022-12-01,2025,6106,8131,1.0,3.5,-1.4,19.0,4,Autumn,12,False,3,True,Thursday,1,,2022
2022-12-02,2459,5960,8419,2.0,3.4,-0.4,12.8,4,Autumn,12,False,4,True,Friday,1,,2022
2022-12-03,3051,4943,7994,61.0,10.9,7.8,26.9,4,Autumn,12,False,5,False,Saturday,4,,2022
2022-12-04,2529,4631,7160,1.0,4.4,0.6,15.6,4,Autumn,12,False,6,False,Sunday,1,,2022
2022-12-05,1722,5451,7173,1.0,2.9,-0.5,10.9,4,Autumn,12,False,0,True,Monday,1,,2022
2022-12-06,1302,4297,5599,61.0,5.5,3.4,11.3,4,Autumn,12,False,1,True,Tuesday,4,,2022
2022-12-07,2159,5916,8075,51.0,11.9,11.3,11.3,4,Autumn,12,False,2,True,Wednesday,4,,2022
2022-12-08,2572,6673,9245,3.0,10.6,8.9,12.1,4,Autumn,12,False,3,True,Thursday,1,,2022
2022-12-09,2557,5987,8544,2.0,6.0,2.7,10.1,4,Autumn,12,False,4,True,Friday,1,,2022
2022-12-10,2660,4753,7413,3.0,2.8,-0.6,9.2,4,Autumn,12,False,5,False,Saturday,1,,2022
2022-12-11,2298,4359,6657,51.0,6.0,3.6,10.5,4,Autumn,12,False,6,False,Sunday,4,,2022
2022-12-12,1615,4933,6548,3.0,4.0,0.2,16.0,4,Autumn,12,False,0,True,Monday,1,,2022
2022-12-13,1925,5441,7366,1.0,1.4,-2.5,9.7,4,Autumn,12,False,1,True,Tuesday,1,,2022
2022-12-14,2029,5621,7650,3.0,0.2,-3.5,8.0,4,Autumn,12,False,2,True,Wednesday,1,,2022
2022-12-15,430,1672,2102,63.0,4.2,0.8,22.1,4,Autumn,12,False,3,True,Thursday,4,,2022
2022-12-16,2282,5243,7525,61.0,6.7,3.0,19.4,4,Autumn,12,False,4,True,Friday,4,,2022
2022-12-17,2415,4451,6866,3.0,2.8,-1.2,16.2,4,Autumn,12,False,5,False,Saturday,1,,2022
2022-12-18,1683,3306,4989,3.0,1.6,-3.0,20.8,4,Autumn,12,False,6,False,Sunday,1,,2022
2022-12-19,1233,3945,5178,1.0,0.9,-3.9,16.6,4,Autumn,12,False,0,True,Monday,1,,2022
2022-12-20,1525,4201,5726,0.0,0.2,-3.9,11.2,4,Autumn,12,False,1,True,Tuesday,1,,2022
2022-12-21,1561,3907,5468,1.0,0.1,-3.4,9.6,4,Autumn,12,False,2,True,Wednesday,1,,2022
2022-12-22,333,1271,1604,63.0,4.4,0.9,23.2,1,Winter,12,True,3,False,Thursday,4,,2022
2022-12-23,446,1269,1715,63.0,0.1,-5.7,33.3,1,Winter,12,False,4,True,Friday,4,,2022
2022-12-24,315,796,1111,1.0,-9.1,-15.2,24.9,1,Winter,12,False,5,False,Saturday,1,,2022
2022-12-25,373,570,943,0.0,-5.1,-9.8,13.0,1,Winter,12,False,6,False,Sunday,1,,2022
2022-12-26,609,1240,1849,3.0,-3.8,-8.2,8.0,1,Winter,12,True,0,False,Monday,1,,2022
2022-12-27,1221,2292,3513,2.0,-0.3,-4.0,8.4,1,Winter,12,False,1,True,Tuesday,1,,2022
2022-12-28,1872,2713,4585,1.0,0.9,-3.1,11.2,1,Winter,12,False,2,True,Wednesday,1,,2022
2022-12-29,2475,3151,5626,1.0,3.1,-0.2,11.4,1,Winter,12,False,3,True,Thursday,1,,2022
2022-12-30,3056,3765,6821,1.0,6.4,3.7,13.0,1,Winter,12,False,4,True,Friday,1,,2022
2022-12-31,1481,2157,3638,63.0,10.5,9.3,12.0,1,Winter,12,False,5,False,Saturday,4,,2022
2023-01-01,3573,3214,6787,1.0,10.5,8.4,14.7,1,Winter,1,True,6,False,Sunday,1,,2023
2023-01-02,3433,3807,7240,2.0,10.7,9.1,11.3,1,Winter,1,True,0,False,Monday,1,,2023
